Process,Function,Job,Discipline,Description,Word_Count,Edited_Description,Valence,Arousal,Dominance,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,Valence_Category,Arousal_Category,Dominance_Category,Auditory_Category,Gustatory_Category,Haptic_Category,Interoceptive_Category,Olfactory_Category,Visual_Category,Foot_leg_Category,Hand_arm_Category,Head_Category,Mouth_Category,Torso_Category
Facilitators,Technicians/Engineers/Recorders,Film production runner,Moving Image & Theatre,"A Film Production Runner supports the production team by handling various tasks on set, such as running errands, assisting with setup, and coordinating logistics. They provide general support to ensure that the production runs smoothly and efficiently. Film Production Runners work closely with producers, directors, and crew members. Their flexibility and ability to multitask are essential in maintaining the flow of the production process.",64,"['film', 'production', 'runner', 'support', 'production', 'team', 'handling', 'various', 'task', 'set', 'running', 'errand', 'assisting', 'setup', 'coordinating', 'logistics', 'provide', 'general', 'support', 'ensure', 'production', 'run', 'smoothly', 'efficiently', 'film', 'production', 'runners', 'work', 'closely', 'producer', 'director', 'crew', 'member', 'flexibility', 'ability', 'multitask', 'essential', 'maintaining', 'flow', 'production', 'process']",0.6093901063675027,0.49763803018632563,0.6623702711791388,1.7722099697297296,0.2563084148378378,1.1364830997027027,1.0889631670810807,0.23023684348648646,3.006720613810811,1.7085258734594597,2.2775298014864864,2.5425605494054055,1.4958106411621621,1.3625329221081082,Low,Low,High,Moderate,Low,Moderate,Moderate,Low,Low,Extremely High,High,Low,Moderate,Extremely High
Facilitators,Technicians/Engineers/Recorders,Film sound technician,Moving Image & Theatre,"A Film Sound Technician manages the audio elements during film and television production. They operate microphones, mixers, and recording equipment to capture clear and high-quality sound. Film Sound Technicians work with sound engineers and directors to ensure that audio meets the production's standards. Their technical skills and attention to detail are crucial in producing professional and immersive soundtracks.",58,"['film', 'sound', 'technician', 'manages', 'audio', 'element', 'film', 'television', 'production', 'operate', 'microphone', 'mixer', 'recording', 'equipment', 'capture', 'clear', 'high-quality', 'sound', 'film', 'sound', 'technicians', 'work', 'sound', 'engineer', 'director', 'ensure', 'audio', 'meet', 'production', ""'s"", 'standard', 'technical', 'skill', 'attention', 'detail', 'crucial', 'producing', 'professional', 'immersive', 'soundtrack']",0.6442409323748975,0.5281496389313388,0.6051490984758813,2.794508148285714,0.24996912211428568,0.9787846308571427,0.8383682244285715,0.24792442708571427,2.7777120965142856,0.8811868344285716,1.7396640200285711,3.2004637306571433,1.4621303826857142,0.8344229810571431,Moderate,Moderate,Low,Extremely High,Low,Low,Low,Low,Extremely Low,Low,Low,Extremely High,Moderate,Low
Facilitators,Technicians/Engineers/Recorders,Floor runner,Moving Image & Theatre,"A Floor Runner assists the assistant director and production team on film and television sets, ensuring that the set runs smoothly. They handle tasks such as relaying messages, coordinating with different departments, and managing extras. Floor Runners often work long hours and perform various duties to support the production process. Their organizational skills and ability to multitask are essential in maintaining efficient set operations.",64,"['floor', 'runner', 'assist', 'assistant', 'director', 'production', 'team', 'film', 'television', 'set', 'ensuring', 'set', 'run', 'smoothly', 'handle', 'task', 'relaying', 'message', 'coordinating', 'different', 'department', 'managing', 'extra', 'floor', 'runners', 'often', 'work', 'long', 'hour', 'perform', 'various', 'duty', 'support', 'production', 'process', 'organizational', 'skill', 'ability', 'multitask', 'essential', 'maintaining', 'efficient', 'set', 'operation']",0.5952825990478435,0.4841936088319665,0.6320388349628889,1.6880075811052633,0.24088981313157895,1.3385096556842104,1.0001936674736842,0.22275029505263153,3.061307467868421,1.5654149328684215,2.032998964736842,2.525699016236842,1.371384402,1.156357300763158,Low,Low,Moderate,Moderate,Low,Moderate,Moderate,Low,Low,Extremely High,Moderate,Low,Moderate,High
Facilitators,Technicians/Engineers/Recorders,Gaffer,Moving Image & Theatre,"A Gaffer is the chief lighting technician on a film or television set, responsible for designing and implementing the lighting plan. They work with the director of photography to achieve the desired lighting effects, setting up and adjusting lights, rigging, and electrical distribution. Gaffers manage a team of lighting technicians and ensure that all lighting equipment is safely and effectively used. Their expertise in lighting techniques and equipment is crucial in creating the visual mood and atmosphere of a production.",80,"['gaffer', 'chief', 'lighting', 'technician', 'film', 'television', 'set', 'responsible', 'designing', 'implementing', 'lighting', 'plan', 'work', 'director', 'photography', 'achieve', 'desired', 'lighting', 'effect', 'setting', 'adjusting', 'light', 'rigging', 'electrical', 'distribution', 'gaffers', 'manage', 'team', 'lighting', 'technician', 'ensure', 'lighting', 'equipment', 'safely', 'effectively', 'used', 'expertise', 'lighting', 'technique', 'equipment', 'crucial', 'creating', 'visual', 'mood', 'atmosphere', 'production']",0.6395833333663355,0.4922370313764264,0.6619881130399988,1.442133553463415,0.16428174965853656,0.9038542028780486,0.9447694024634143,0.22186491939024391,3.348602879975609,0.8959000802926829,1.6856648435853658,2.9888289589999997,1.157910498414634,0.8901094198780488,Moderate,Low,High,Low,Low,Low,Moderate,Low,Moderate,Low,Low,High,Low,Moderate
Facilitators,Technicians/Engineers/Recorders,Grip,Moving Image & Theatre,"A Grip supports the camera and lighting departments on film and television sets, handling equipment such as tripods, dollies, cranes, and rigs. They set up and adjust camera supports, build scaffolding, and ensure the safety and stability of equipment. Grips work closely with the director of photography and gaffer to achieve the desired shots. Their technical skills and physical strength are essential in maintaining smooth and safe production operations.",69,"['grip', 'support', 'camera', 'lighting', 'department', 'film', 'television', 'set', 'handling', 'equipment', 'tripod', 'dolly', 'crane', 'rig', 'set', 'adjust', 'camera', 'support', 'build', 'scaffolding', 'ensure', 'safety', 'stability', 'equipment', 'grips', 'work', 'closely', 'director', 'photography', 'gaffer', 'achieve', 'desired', 'shot', 'technical', 'skill', 'physical', 'strength', 'essential', 'maintaining', 'smooth', 'safe', 'production', 'operation']",0.6579803537600201,0.4880867136955211,0.6660468211905654,1.4832959571750002,0.19960603100000002,1.7992872248249996,1.1001678396499999,0.20292115652499998,3.2183697880999995,1.396997609125,2.469037180525,2.474488616825,1.13800764865,1.235598922375,High,Low,High,Low,Low,High,High,Low,Moderate,High,Extremely High,Low,Low,High
Facilitators,Technicians/Engineers/Recorders,Leather technician,Fashion & Textiles,"A Leather Technician works with leather materials to produce and finish leather goods, such as shoes, bags, and upholstery. They perform tasks such as cutting, dyeing, stitching, and finishing leather to achieve the desired quality and appearance. Leather Technicians may work in fashion, automotive, and furniture industries. Their craftsmanship and knowledge of leatherworking techniques are crucial in producing high-quality and durable leather products.",63,"['leather', 'technician', 'work', 'leather', 'material', 'produce', 'finish', 'leather', 'good', 'shoe', 'bag', 'upholstery', 'perform', 'task', 'cutting', 'dyeing', 'stitching', 'finishing', 'leather', 'achieve', 'desired', 'quality', 'appearance', 'leather', 'technicians', 'may', 'work', 'fashion', 'automotive', 'furniture', 'industry', 'craftsmanship', 'knowledge', 'leatherworking', 'technique', 'crucial', 'producing', 'high-quality', 'durable', 'leather', 'product']",0.6484209338253598,0.5017310311984436,0.6116388162816432,1.3801726106315793,0.42899616642105265,2.2707731986578956,0.9142351967631576,1.1112274607894737,3.6153066726315792,1.4300852720789474,2.3120222541052633,2.3663692849210527,1.0796388767105265,1.234143726868421,Moderate,Moderate,Low,Low,High,Extremely High,Moderate,Extremely High,High,High,High,Extremely Low,Low,High
Facilitators,Technicians/Engineers/Recorders,Lighting technician,Moving Image & Theatre,"A Lighting Technician sets up, operates, and maintains lighting equipment for film, television, theater, and live events. They design and implement lighting plans, ensuring that lighting enhances the visual and emotional impact of the production. Lighting Technicians work with directors, cinematographers, and gaffers to achieve the desired lighting effects. Their technical skills and understanding of lighting principles are essential in creating effective and visually appealing lighting.",66,"['lighting', 'technician', 'set', 'operates', 'maintains', 'lighting', 'equipment', 'film', 'television', 'theater', 'live', 'event', 'design', 'implement', 'lighting', 'plan', 'ensuring', 'lighting', 'enhances', 'visual', 'emotional', 'impact', 'production', 'lighting', 'technicians', 'work', 'director', 'cinematographer', 'gaffer', 'achieve', 'desired', 'lighting', 'effect', 'technical', 'skill', 'understanding', 'lighting', 'principle', 'essential', 'creating', 'effective', 'visually', 'appealing', 'lighting']",0.6413478101851094,0.5405620018261396,0.6629854369167947,1.7366360155945946,0.230858581945946,0.7886046680000001,1.038784465,0.2710657445405405,3.5843855310810806,0.928622472810811,1.5765464813243242,3.4234949395945953,1.3094411547837839,0.9527319225405403,Moderate,High,High,Moderate,Low,Low,Moderate,Low,High,Low,Low,Extremely High,Moderate,Moderate
Facilitators,Technicians/Engineers/Recorders,Machinist,Arts & Crafts,"A Machinist operates machine tools to produce precision metal parts and components. They use equipment such as lathes, milling machines, and grinders to cut, shape, and finish metal according to specifications. Machinists read blueprints and technical drawings, ensuring that parts meet design requirements. Their skills in machine operation and metalworking are crucial in manufacturing high-quality and accurate components.",58,"['machinist', 'operates', 'machine', 'tool', 'produce', 'precision', 'metal', 'part', 'component', 'use', 'equipment', 'lathe', 'milling', 'machine', 'grinder', 'cut', 'shape', 'finish', 'metal', 'according', 'specification', 'machinists', 'read', 'blueprint', 'technical', 'drawing', 'ensuring', 'part', 'meet', 'design', 'requirement', 'skill', 'machine', 'operation', 'metalworking', 'crucial', 'manufacturing', 'high-quality', 'accurate', 'component']",0.604024382961367,0.521426270730901,0.6212658700584499,1.6912158099142862,0.33594701397142845,1.8857766234571431,0.6087251739428572,0.44259054085714283,3.555751664485714,1.0725331673142855,2.433497800028572,2.4584985769428562,1.147050518942857,0.9241455502285714,Low,Moderate,Low,Moderate,Moderate,Extremely High,Extremely Low,Moderate,High,Moderate,Extremely High,Low,Low,Moderate
Facilitators,Technicians/Engineers/Recorders,Sound mixer,Music & Audio,"A Sound Mixer balances and adjusts audio levels during live broadcasts, recordings, and film productions. They operate mixing consoles, ensuring that dialogue, music, and sound effects are clear and balanced. Sound Mixers work with sound engineers, directors, and musicians to achieve the desired audio quality. Their technical expertise and keen ear for sound are essential in producing high-quality audio experiences.",60,"['sound', 'mixer', 'balance', 'adjusts', 'audio', 'level', 'live', 'broadcast', 'recording', 'film', 'production', 'operate', 'mixing', 'console', 'ensuring', 'dialogue', 'music', 'sound', 'effect', 'clear', 'balanced', 'sound', 'mixers', 'work', 'sound', 'engineer', 'director', 'musician', 'achieve', 'desired', 'audio', 'quality', 'technical', 'expertise', 'keen', 'ear', 'sound', 'essential', 'producing', 'high-quality', 'audio', 'experience']",0.6715690365133574,0.5076547342854083,0.6411767844017093,2.897534617111111,0.3788783414722222,1.044261944611111,1.2181502430833333,0.33886757105555554,2.4371671098611114,0.8944452379444449,1.4448020440277773,3.1378201624444446,1.4463813519166664,0.8327973947777777,High,Moderate,Moderate,Extremely High,Moderate,Moderate,High,Moderate,Extremely Low,Low,Extremely Low,High,Moderate,Low
Facilitators,Technicians/Engineers/Recorders,Sound engineer/technician,Music & Audio,"A Sound Engineer/Technician records, edits, and manipulates audio for various media, including music, film, television, and live events. They use microphones, audio interfaces, and digital audio workstations (DAWs) to capture and enhance sound. Sound Engineers work in studios, on location, and at live venues, ensuring that audio is clear, balanced, and free of unwanted noise. Their technical skills and creativity are crucial in producing professional-quality sound.",66,"['sound', 'engineer/technician', 'record', 'edits', 'manipulates', 'audio', 'various', 'medium', 'including', 'music', 'film', 'television', 'live', 'event', 'use', 'microphone', 'audio', 'interface', 'digital', 'audio', 'workstation', 'daws', 'capture', 'enhance', 'sound', 'sound', 'engineers', 'work', 'studio', 'location', 'live', 'venue', 'ensuring', 'audio', 'clear', 'balanced', 'free', 'unwanted', 'noise', 'technical', 'skill', 'creativity', 'crucial', 'producing', 'professional-quality', 'sound']",0.6621180576996836,0.5477359611749711,0.5952220424364293,2.779211154921052,0.2823301804473684,1.0580819338157892,1.0998372933157896,0.3371405913947368,2.537108398789474,1.0904837382368422,1.6992770238157895,3.271400808236842,1.4902572772105263,0.9655749809210525,High,High,Low,Extremely High,Moderate,Moderate,High,Low,Extremely Low,Moderate,Low,Extremely High,Moderate,Moderate
Facilitators,Technicians/Engineers/Recorders,Moving image technician,Moving Image & Theatre,"A Moving Image Technician manages the technical aspects of film and video production, including camera operation, lighting, and sound. They ensure that all technical equipment functions correctly and that footage is captured according to specifications. Moving Image Technicians work closely with directors and cinematographers to achieve the desired visual and auditory effects. Their expertise in film and video technology is essential in producing high-quality moving images.",66,"['moving', 'image', 'technician', 'manages', 'technical', 'aspect', 'film', 'video', 'production', 'including', 'camera', 'operation', 'lighting', 'sound', 'ensure', 'technical', 'equipment', 'function', 'correctly', 'footage', 'captured', 'according', 'specification', 'moving', 'image', 'technicians', 'work', 'closely', 'director', 'cinematographer', 'achieve', 'desired', 'visual', 'auditory', 'effect', 'expertise', 'film', 'video', 'technology', 'essential', 'producing', 'high-quality', 'moving', 'image']",0.6412074336941587,0.5168460505441059,0.6274690324747126,1.8385030618205132,0.19602409543589747,1.061368093974359,0.9310736262307692,0.22450152189743586,3.258102992307692,1.0694772208974357,1.7736098204871797,3.0983157864102564,1.3351234284102564,0.9882614765384614,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Low,Moderate,Moderate,Low,High,Moderate,Moderate
Facilitators,Technicians/Engineers/Recorders,Optical engineer,Games & 3D,"An Optical Engineer designs and develops optical systems and components, such as lenses, microscopes, and fiber optics. They use principles of optics and physics to create devices that manipulate light for various applications, including imaging, communications, and measurement. Optical Engineers work in research, development, and manufacturing settings. Their skills in optical design and analysis are crucial in advancing optical technologies and products.",62,"['optical', 'engineer', 'design', 'develops', 'optical', 'system', 'component', 'lens', 'microscope', 'fiber', 'optic', 'use', 'principle', 'optic', 'physic', 'create', 'device', 'manipulate', 'light', 'various', 'application', 'including', 'imaging', 'communication', 'measurement', 'optical', 'engineers', 'work', 'research', 'development', 'manufacturing', 'setting', 'skill', 'optical', 'design', 'analysis', 'crucial', 'advancing', 'optical', 'technology', 'product']",0.6247304098081289,0.518117943482186,0.6336411597142444,1.316266439102564,0.3497659948461537,1.3121288583846156,0.7550638645641026,0.36652100623076916,3.518923787717949,0.7487596167179488,1.676741794,2.9732514991025645,1.1122891213333335,0.6909128138461538,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Low,Moderate,High,Low,Low,High,Low,Low
Facilitators,Technicians/Engineers/Recorders,Paint prep artist,Moving Image & Theatre,"A Paint Prep Artist prepares surfaces for painting, ensuring that they are clean, smooth, and primed for the application of paint. They work in industries such as automotive, construction, and manufacturing, performing tasks such as sanding, masking, and applying primer. Paint Prep Artists ensure that paint adheres properly and that the finished surface is of high quality. Their attention to detail and knowledge of surface preparation techniques are essential in producing durable and aesthetically pleasing paint finishes.",77,"['paint', 'prep', 'artist', 'prepares', 'surface', 'painting', 'ensuring', 'clean', 'smooth', 'primed', 'application', 'paint', 'work', 'industry', 'automotive', 'construction', 'manufacturing', 'performing', 'task', 'sanding', 'masking', 'applying', 'primer', 'paint', 'prep', 'artists', 'ensure', 'paint', 'adheres', 'properly', 'finished', 'surface', 'high', 'quality', 'attention', 'detail', 'knowledge', 'surface', 'preparation', 'technique', 'essential', 'producing', 'durable', 'aesthetically', 'pleasing', 'paint', 'finish']",0.637839438321602,0.47150846236650473,0.6835324869541727,1.3428660176315788,0.3761810841842105,1.8107227078947365,0.9247572297105263,0.946756581236842,3.30687174918421,1.1210915399999999,2.3159409145,2.499188330657894,1.1424881452368418,1.0274372868684212,Moderate,Low,Extremely High,Low,Moderate,High,Moderate,Extremely High,Moderate,Moderate,Extremely High,Low,Low,Moderate
Facilitators,Technicians/Engineers/Recorders,Pattern cutter,Fashion & Textiles,"A Pattern Cutter creates templates for garment production, ensuring that fabric pieces are cut accurately according to design specifications. They work with designers and tailors to develop patterns for clothing and accessories, using tools such as scissors, rulers, and CAD software. Pattern Cutters play a crucial role in the fashion and garment industry, ensuring that garments fit well and are produced efficiently. Their skills in pattern making and fabric cutting are essential in creating high-quality clothing.",76,"['pattern', 'cutter', 'creates', 'template', 'garment', 'production', 'ensuring', 'fabric', 'piece', 'cut', 'accurately', 'according', 'design', 'specification', 'work', 'designer', 'tailor', 'develop', 'pattern', 'clothing', 'accessory', 'using', 'tool', 'scissors', 'ruler', 'cad', 'software', 'pattern', 'cutters', 'play', 'crucial', 'role', 'fashion', 'garment', 'industry', 'ensuring', 'garment', 'fit', 'well', 'produced', 'efficiently', 'skill', 'pattern', 'making', 'fabric', 'cutting', 'essential', 'creating', 'high-quality', 'clothing']",0.6231746495530688,0.4961733648226538,0.6290769114157478,1.3657661376428571,0.17187607497619048,1.8852106179285713,0.7467501889523809,0.36352546249999995,3.5062328624285715,1.2152757540952384,2.2945417773333334,2.287360840095238,0.9611266942619046,1.2829355665714288,Moderate,Low,Moderate,Low,Low,Extremely High,Low,Moderate,High,High,High,Extremely Low,Extremely Low,High
Facilitators,Technicians/Engineers/Recorders,Photographic technician,Moving Image & Theatre,"A Photographic Technician processes and prints photographs, ensuring that images are clear, vibrant, and correctly exposed. They use equipment such as film processors, enlargers, and digital printers to produce prints from film and digital files. Photographic Technicians work in photo labs, studios, and printing companies. Their expertise in photo processing and printing techniques is crucial in producing high-quality photographic prints.",60,"['photographic', 'technician', 'process', 'print', 'photograph', 'ensuring', 'image', 'clear', 'vibrant', 'correctly', 'exposed', 'use', 'equipment', 'film', 'processor', 'enlarger', 'digital', 'printer', 'produce', 'print', 'film', 'digital', 'file', 'photographic', 'technicians', 'work', 'photo', 'lab', 'studio', 'printing', 'company', 'expertise', 'photo', 'processing', 'printing', 'technique', 'crucial', 'producing', 'high-quality', 'photographic', 'print']",0.6617408206591675,0.4580791839315018,0.599860315872694,1.364469106891892,0.24253317781081077,1.3193495329189189,0.5981698858918919,0.3934269592972974,3.6819120025135135,0.7651156257567567,2.1028702112162163,2.773162159351351,0.9367581540540542,0.7242218555945946,High,Extremely Low,Low,Low,Low,Moderate,Extremely Low,Moderate,Extremely High,Low,High,Moderate,Extremely Low,Low
Facilitators,Technicians/Engineers/Recorders,Post-production runner,Moving Image & Theatre,"A Post-Production Runner supports the post-production process for film, television, and video projects. They handle tasks such as organizing and logging footage, assisting editors, and running errands. Post-Production Runners work in editing suites and post-production facilities, gaining valuable experience in the industry. Their flexibility, reliability, and willingness to learn are essential in supporting smooth post-production operations.",56,"['post-production', 'runner', 'support', 'post-production', 'process', 'film', 'television', 'video', 'project', 'handle', 'task', 'organizing', 'logging', 'footage', 'assisting', 'editor', 'running', 'errand', 'post-production', 'runners', 'work', 'editing', 'suite', 'post-production', 'facility', 'gaining', 'valuable', 'experience', 'industry', 'flexibility', 'reliability', 'willingness', 'learn', 'essential', 'supporting', 'smooth', 'post-production', 'operation']",0.64563084114045,0.47942286349289814,0.5998469006737713,2.0069908022,0.3198666396666667,1.3305574393666668,1.1563191884666666,0.3608478918666666,3.249254324566666,1.5159425971000002,2.1602336649333327,2.6064840353333327,1.2460795259333333,1.2567285415333334,Moderate,Low,Low,Moderate,Moderate,Moderate,High,Moderate,Moderate,Extremely High,High,Low,Low,High
Facilitators,Technicians/Engineers/Recorders,Print finisher,Arts & Crafts,"A Print Finisher prepares printed materials for distribution, performing tasks such as cutting, folding, laminating, and binding. They use equipment such as guillotines, folders, and laminators to finish printed products according to specifications. Print Finishers work in printing companies and print shops, ensuring that printed materials are of high quality and ready for use. Their skills in print finishing techniques are crucial in producing professional and polished printed products.",69,"['print', 'finisher', 'prepares', 'printed', 'material', 'distribution', 'performing', 'task', 'cutting', 'folding', 'laminating', 'binding', 'use', 'equipment', 'guillotine', 'folder', 'laminator', 'finish', 'printed', 'product', 'according', 'specification', 'print', 'finishers', 'work', 'printing', 'company', 'print', 'shop', 'ensuring', 'printed', 'material', 'high', 'quality', 'ready', 'use', 'skill', 'print', 'finishing', 'technique', 'crucial', 'producing', 'professional', 'polished', 'printed', 'product']",0.6206482147523666,0.48972656643204276,0.6057393577287126,1.4559791329,0.4217166691500001,1.7944112579500004,0.7844584192999999,0.5301038748500001,3.449876406724999,1.0535274572,2.321742639325,2.3651948834,1.0974479872249998,0.9067654904000001,Low,Low,Low,Low,High,High,Low,High,High,Moderate,Extremely High,Extremely Low,Low,Moderate
Facilitators,Technicians/Engineers/Recorders,Print room operator,Arts & Crafts,"A Print Room Operator manages the operation of printing equipment, producing high-quality printed materials for various applications. They set up and operate printers, copiers, and other printing devices, ensuring that print jobs are completed accurately and efficiently. Print Room Operators work in print shops, offices, and production facilities. Their expertise in printing technology and attention to detail are essential in maintaining print quality and productivity.",65,"['print', 'room', 'operator', 'manages', 'operation', 'printing', 'equipment', 'producing', 'high-quality', 'printed', 'material', 'various', 'application', 'set', 'operate', 'printer', 'copier', 'printing', 'device', 'ensuring', 'print', 'job', 'completed', 'accurately', 'efficiently', 'print', 'room', 'operators', 'work', 'print', 'shop', 'office', 'production', 'facility', 'expertise', 'printing', 'technology', 'attention', 'detail', 'essential', 'maintaining', 'print', 'quality', 'productivity']",0.5960296232614967,0.4677710792619967,0.6252790224975998,1.6685024064864866,0.3107989348918919,1.6578921674864866,0.6587438088108108,0.5681628254054055,3.532713208621621,1.070068478891892,2.3803315793243245,2.484267817108108,1.0073374194324325,0.8906155623243243,Low,Extremely Low,Moderate,Moderate,Moderate,High,Extremely Low,High,High,Moderate,Extremely High,Low,Extremely Low,Moderate
Facilitators,Technicians/Engineers/Recorders,Production assistant,Marketing,"A Production Assistant provides general support for film, television, and video productions, performing various tasks to assist the production team. They handle duties such as organizing equipment, managing schedules, running errands, and coordinating with different departments. Production Assistants work on set, in studios, and in production offices, gaining valuable experience in the industry. Their flexibility, reliability, and willingness to learn are essential in supporting smooth production operations.",67,"['production', 'assistant', 'provides', 'general', 'support', 'film', 'television', 'video', 'production', 'performing', 'various', 'task', 'assist', 'production', 'team', 'handle', 'duty', 'organizing', 'equipment', 'managing', 'schedule', 'running', 'errand', 'coordinating', 'different', 'department', 'production', 'assistants', 'work', 'set', 'studio', 'production', 'office', 'gaining', 'valuable', 'experience', 'industry', 'flexibility', 'reliability', 'willingness', 'learn', 'essential', 'supporting', 'smooth', 'production', 'operation']",0.6145807022211913,0.4888248656231079,0.6258805482187291,1.8993711607500003,0.3286282496,1.242723367875,1.060678119925,0.34703578805,3.13222365045,1.4687378205500001,2.0951614831999996,2.601316470775,1.3616179151,1.2931453466249998,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Extremely High,High,Low,Moderate,High
Facilitators,Technicians/Engineers/Recorders,Props technician,Moving Image & Theatre,"A Props Technician designs, creates, and maintains props for theater, film, and television productions. They work with materials such as wood, metal, and fabric to build props that enhance the visual storytelling of a production. Props Technicians collaborate with directors, designers, and performers to ensure that props are functional and visually appropriate. Their craftsmanship and creativity are crucial in producing high-quality and believable props.",64,"['props', 'technician', 'design', 'creates', 'maintains', 'prop', 'theater', 'film', 'television', 'production', 'work', 'material', 'wood', 'metal', 'fabric', 'build', 'prop', 'enhance', 'visual', 'storytelling', 'production', 'props', 'technicians', 'collaborate', 'director', 'designer', 'performer', 'ensure', 'prop', 'functional', 'visually', 'appropriate', 'craftsmanship', 'creativity', 'crucial', 'producing', 'high-quality', 'believable', 'prop']",0.6367552570274183,0.5280990397953979,0.6552133899786615,1.7519632789411765,0.2447182093823529,1.5160049249705883,0.7660944363235295,0.386700512235294,3.670832181235294,0.9960573684999998,2.043115774764706,2.891681668147059,1.2233959650588233,0.8958568156470587,Moderate,Moderate,High,Moderate,Low,High,Low,Moderate,Extremely High,Moderate,Moderate,Moderate,Low,Moderate
Facilitators,Technicians/Engineers/Recorders,Radio broadcast assistant,Music & Audio,"A Radio Broadcast Assistant supports the production of radio programs, performing tasks such as operating equipment, scheduling guests, and managing content. They assist presenters and producers in ensuring that broadcasts run smoothly and efficiently. Radio Broadcast Assistants work in radio stations and studios, gaining valuable experience in the broadcasting industry. Their technical skills and organizational abilities are essential in supporting successful radio broadcasts.",63,"['radio', 'broadcast', 'assistant', 'support', 'production', 'radio', 'program', 'performing', 'task', 'operating', 'equipment', 'scheduling', 'guest', 'managing', 'content', 'assist', 'presenter', 'producer', 'ensuring', 'broadcast', 'run', 'smoothly', 'efficiently', 'radio', 'broadcast', 'assistants', 'work', 'radio', 'station', 'studio', 'gaining', 'valuable', 'experience', 'broadcasting', 'industry', 'technical', 'skill', 'organizational', 'ability', 'essential', 'supporting', 'successful', 'radio', 'broadcast']",0.643370899796419,0.4740968053115341,0.5952480279233858,2.5033305989487182,0.22903751020512816,1.057943265102564,0.9168724822820513,0.2741671297435897,3.1035894790769234,1.2368095355641027,2.1453362913589746,2.95645514325641,1.610269628025641,1.0999292861538463,Moderate,Low,Low,Extremely High,Low,Moderate,Moderate,Low,Low,High,High,High,High,High
Facilitators,Technicians/Engineers/Recorders,Window dresser/ Display assistant,Marketing,"A Window Dresser/Display Assistant creates and arranges visual displays for retail stores, including window displays and in-store setups. They design and install displays that attract customers and promote products, using materials such as mannequins, props, and signage. Window Dressers work closely with store managers and marketing teams to create visually appealing and effective displays. Their creativity and attention to detail are crucial in enhancing the visual merchandising of a store.",70,"['window', 'dresser/display', 'assistant', 'creates', 'arranges', 'visual', 'display', 'retail', 'store', 'including', 'window', 'display', 'in-store', 'setup', 'design', 'install', 'display', 'attract', 'customer', 'promote', 'product', 'using', 'material', 'mannequin', 'prop', 'signage', 'window', 'dressers', 'work', 'closely', 'store', 'manager', 'marketing', 'team', 'create', 'visually', 'appealing', 'effective', 'display', 'creativity', 'attention', 'detail', 'crucial', 'enhancing', 'visual', 'merchandising', 'store']",0.6201256348842685,0.46507302085260943,0.6514054181183638,1.4619639376153846,0.41969201964102565,1.436594638897436,0.8587391381282051,0.577514711025641,3.750750116974359,0.8245350736410254,1.8290793326923078,2.861886090974358,1.1580557127179485,0.8142744914871795,Low,Extremely Low,High,Low,High,High,Low,High,Extremely High,Low,Moderate,Moderate,Low,Low
Facilitators,Technicians/Engineers/Recorders,Reprographic assistant,Marketing,"A Reprographic Assistant operates photocopying and printing equipment to produce copies of documents, reports, and other printed materials. They handle tasks such as collating, binding, and finishing printed materials, ensuring that copies are accurate and of high quality. Reprographic Assistants work in offices, print shops, and educational institutions. Their expertise in reprographic technology and attention to detail are essential in producing high-quality printed copies.",64,"['reprographic', 'assistant', 'operates', 'photocopying', 'printing', 'equipment', 'produce', 'copy', 'document', 'report', 'printed', 'material', 'handle', 'task', 'collating', 'binding', 'finishing', 'printed', 'material', 'ensuring', 'copy', 'accurate', 'high', 'quality', 'reprographic', 'assistants', 'work', 'office', 'print', 'shop', 'educational', 'institution', 'expertise', 'reprographic', 'technology', 'attention', 'detail', 'essential', 'producing', 'high-quality', 'printed', 'copy']",0.6055768309520938,0.46239754972236213,0.6031661113356321,1.6198196887812497,0.43869227475000006,1.7483541446562503,0.8475201368437499,0.58179210890625,3.4978855613749995,0.9075564925937498,2.18550765940625,2.6025709471562504,1.202506424625,0.8046895492812502,Low,Extremely Low,Low,Low,High,High,Low,High,High,Low,High,Low,Low,Low
